ShortName	Item_Name	Item_Cost
4162	CRI MULTI CABLE EDISON FAN-OUT	0
4163	CRI DIMMER WARRIOR PACK (4X1.2)	45
4169	CRI NUANCE DEMO KIT	0
4170	CRI TELEPHONE CABLE RJ-11 25'	0
4171	CRI TELEPHONE ADAPTOR RJ-11 (F-F)	0
4172	CRI SXGA LCD PROJECTOR	575
LDMG	TRUSS TOMCAT 12 MIDSPAN GRAPPLE (PAIR)	30
MDFB	TRUSS TOMCAT 12/20.5 TRUSS FLOOR BASE-BLACK	40
4178	CRI VIDEO QUAD SCREEN SPLITTER	0
4179	CRI CAMERA JIB	0
4180	CRI CAMERA LENS 36:1 FUJINON	0
4181	CRI TRIPOD SACHTLER HEAVY DUTY	0
4182	CRI 26-PIN CCU CABLE, 250'	0
4183	CRI 26-PIN CCU CABLE, 150'	0
4184	CRI SONY M5 CCU	0
4185	CRI COMPOSITE SWITCHER SONY SEG 2550	0
4187	CRI MULTI-SYNC SWITCHER, ANALOG WAY GRAPHICS SWITCHER	0
DSR1	CAMERA BACK SONY DSR-1 DVCAM	200
4190	CRI SIDE ARM/TAIL DOWN 24	2
7400	DVD PLAYER PIONEER DVD-V7400	75
4192	CRI TRUSS PROTECTOR	0
4193	CRI PROJECTOR BARCO GRAPHICS 9200	0
ATI0	TELEPHONE INTERFACE GENTNER SPH-10 W/REMOTE	75
4196	CRI PC KBD/MOUSE EXT CABLE	0
4197	CRI VGA TO SPARC MALE ADAPT	0
4198	CRI VGA TO SPARC FEMALE ADAPT	0
4199	CRI TRIPOD SCREEN DRAPE	0
4204	CRI BOX FAN	20
4205	CRI VISAR RADIO	25
4206	CRI SCREEN DNP 160 HARD REAR	3500
4208	CRI VARI*LITE VL-6B FIXTURE	225
4210	CRI TRIPOD	15
4211	CRI VCR BETACAM/SP PVW-2650	0
4215	CRI NEC 2010 Bracket	1
R625	RSG AUDIO RACK #625 (APOGEE AE-2 AMP DRIVE)	150
4233	CRI 3D VREXX Goggles	45
4234	CRI NT4 Workstation	750
4235	CRI VIDEO EDIT CONTROLLER, RM-450	0
4236	CRI VGA SWITCHER 2 X 1	35
4237	CRI VIDEO D/A	35
CUT	COLOR, PAPER CUTTER 24	0
4238	CRI 14/2 INSTALL SPEAKER CABLE WHITE	0
4240	CRI MEGA CLAMP BLACK	0
4244	CRI DIMMER & CONTROL	125
CB3L	APPLIED MATERIALS LECTERN LOGO-METAL, 3 PIECE	0
4246	SALE-Custom Gobo Glass-Duplicates	96.25
4252	CRI DRAPE GREY 16' TALL	10
ETIF	TIE LINE, LOT CUT	0
DROP	RIGGING, DROPLINE 1/2 POLYPRO BLACK	0
BAG	RIGGING, BURLAP BAG 2' X 3'	1
DR96	DIMMER PACK DMX/3/ETC SENSOR 96 X 2.4K	900
STRB	PIPE GRIP STIRRUP, 4'-8' SLIDING, BLACK w/CLAMP	20
6322	CRI Flat Panel, Apple Cinema 23	200
PA8	PIPE (2) ALUMINUM 8'-0	4
6320	CRI Monitor HiDef BVM-D20F 1u	475
VEAB	SPEAKER CABLE VEAM B/O XLR, AC, RMS (M2D, M'ELODIE)	0
6316	CRI TIMER DISPLAY D'SAN	50
R903	RGBS SWITCHER (H&V) RACK#903 (DATATON/AUDIO)	750
QQ18	PATCH CORD 1/4 M-1/4 M 18'	0
14M2	MONITOR COLOR 13 SONY PVM-14M2U (Component/RGBS)	50
LDFB	TRUSS TOMCAT 12 TRUSS FLOOR BASE BLACK (OLD STYLE)	20
P132	100a (3) BARE WIRE/ FEEDER CABLE 25' 2/5 *FLAT*	63
6311	CRI PROJECTOR SLM R8	1400
R803	I COM RACK #803 (RTS I COM SYSTEM)	1500
6308	CRI WEDGE LECTERN	225
SDS1	DRAPE WHITE SPANDEX 12 TRUSS COVER, 8'	75
SDS0	DRAPE WHITE SPANDEX 12 TRUSS COVER, 7'	75
BAM3	FRESNEL 3.5 STRAND BAMBINO -w- C/F/S	20
VERO	MIXER MIDAS VERONA 480 48X8X4X3	350
6298	CRI FASTFOLD 5'-6 X 10', FRONT SHEET	225
6297	CRI RGBS SWITCHER FOLSOM SPR 2000	850
AHF3	HEADPHONES STEREO AUDIO-TECHNICA ATH-M2X	10
6295	CRI WENGER PLATFORMS 4 X 4	15
780M	PROJECTOR ACSRY EPSON MOUNT (7000 SERIES)	15
DEL2	CPU DELL CORE 2 DUO@3.33gz/DVD+-RW/#158-175/Win7/250g/4gm	175
9250	COMPUTER VIDEO CARD, ATI RADEON 9250 256MB VGA/S-VID	20
SWSW	WENGER PLATFORMS 2'H x 6'W WOOD STEP UNIT 	30
6291	CRI FASTFOLD TRUSS REAR SHEET 12'X16'	350
4331	CRI Vector quad output card	0
4332	CRI Ethernet cable	0
4334	CRI FRESNEL 6 BAMBINO -w- F/BARNDOOR	25
4335	CRI PIN CABLE 50'	2
4336	CRI TRUSS, TOMCAT 12 (FT)	5
4337	CRI MULTI CABLE (15') 6 CIRCUIT SOCAPEX	7.5
4338	CRI PIN CABLE 100'	0
4341	CRI PIN ADAPTOR FEMALE EDISON TO PIN MALE	0
4342	CRI Effects Lighting System	31197
6573	CRI PC Laptop	250
4355	CRI Flat Panel 40	650
4356	CRI Laptop Computer-Mac	225
4357	CRI ECHELON	300
4358	CRI TRUSS 3' BLACK	24
4359	CRI TRUSS TOMCAT 12 TRUSS 2' BLACK LDT-2	16
4360	CRI ECHELON 1000	300
4361	CRI MiniDV PLAYER, PANASONIC DVC PRO 650	250
4364	CRI TRUSS TOMCAT TRUSS 14' O.D. CIRCLE	250
4476	CRI Retro DG-1 Sony 4010	0
4366	CRI wires for wall	0
4367	CRI FASTFOLD FRAME 9'X12'	0
4368	CRI FASTFOLD REAR SHEET 9'X12'	0
4369	CRI FASTFOLD BLACK DRESS 9'X12'	85
4376	CRI RGBS SCAN CONVERTER 1024G	300
4392	CRI RGBS GROUND LOOP ISOLATOR GLI 350	75
4393	CRI DRAPE BLACK COMMANDO 17' X 16'	50
6701	RSG AUDIO RACK #6701 (APOGEE SSM/MA-1202 AMP DRIVE)	120
6702	RSG AUDIO RACK #6702 (APOGEE SSM/MA-1202 AMP DRIVE)	120
6703	RSG AUDIO RACK #6703 (APOGEE SSM/MA-1202 AMP DRIVE)	120
4397	CRI FLAT PANEL MOUNT, PDP501/502 BRACKET	0
4398	CRI PROJECTOR BARCO GRAPHICS 6300	1250
R455	WIRELESS RACK #455 SHURE UHF HH/LAV (w/HEADSETS) (4)	560
4401	CRI EQ/CL RACK YAMAHA Q2031 & dbx 166a	60
GSK1	RIGGING, GRIPPER SLING KIT, 15' .125 WIRE ROPE X 2	50
4404	CRI VLPS Lighting Package	0
4405	CRI LIFT, BOOM	1000
4406	CRI VANCO Lighting Package	0
4407	CRI DMX 512 Cable 3PIN 50'	1
UPS3	DIMMER ACSRY APC UPS BackUPS 300	30
4420	CRI SCAN DOUBLER EXTRON VLD-50	95
4421	CRI MPEG RECORDER/PLAYER OMEGADECK (DUAL DISK)	750
4423	CRI LOUDSPEAKER MEYER MSL-4	190
XVLD	CRI RGBS SCAN DOUBLER EXTRON VLD-50	95
4425	CRI IMac Computer	200
4427	CRI LOUDSPEAKER AE-3 TALL YOKE	0
R456	WIRELESS RACK #456 SHURE UHF HH/LAV (w/HEADSETS) (4)	560
4430	cri DATATON IMAC	150
4431	cri DATATON SMARTLINK 3486 PIONEER	0
4442	cri RGBS SWITCHER EXTRON CROSSPOINT 128 12X8 MATRIX	150
3656	RGBS SWITCHER (H&V) 6 X 1 IN-3656 (RS-232)	75
109	INTERFACE EXTRON 109xi/VGA/TERMIN.	50
AESY	LOUDSPEAKER ACSRY APOGEE AE-SB YOKE	0
4448	CRI RADIO REPEATER SYSTEM	150
1770	DIMMER DESK MONITOR FLAT NEC LCD-1770	0
4457	CRI TRUSS TOMCAT TRUSS 6' SILVER	50
4458	CRI 100' MOTOR CONTROL WIRE	0
4460	CRI MULTICABLE (60') 6 CIRCUIT SOCAPEX	0
4461	CRI MULTICABLE (30') 6 CIRCUIT SOCAPEX	0
4462	CRI CHEESEBOROUGH FIXED, 2 STEEL	0
4463	CRI DRAPE BLACK TRUSS 18 wide	60
RELA	FOGGER ACSRY SINGLE CHANNEL 10A RELAY	0
4467	CRI DMX 512 CABLE, 3-PIN 5'	0
4468	CRI CD-RW DRIVE, EXTERNAL	325
4469	CRI ACER P3 500/128MB/6GB/NIC/56K	175
4470	CRI CD-RW DRIVE, EXTERNAL	85
4471	CRI CAMLOK 4/, 20' 5-WIRE SET	0
4472	CRI TRUSS TOMCAT 20.5 X 4'	0
4473	CRI TRUSS TOMCAT 20.5 X 8'	45
4474	CRI RADIO NEXTEL 1600 W/CELLULAR	75
4477	CRI PIPE (1.5) 12'	0
4478	CRI CAMLOK 3/ FEEDER SET 4/ 10'	0
4479	CRI CAMLOK 3/ FEEDER SET 4/ 25'	0
4482	CRI RELAYS	0
4485	CRI FLEXCAM/LIGHT COMBO	75
SVFO	S-VIDEO/M FAN-OUT TO BNC M/M 6'	0
4488	CRI CUE SYSTEM	85
4501	CRI FLAT PANEL DISPLAY NEC 42MP1A 42 (16:9)	750
CLIP	WORK LITE, CLIP LIGHT W/GOOSENECK, 40W	3
4510	CRI NAT 4K FIXTURE	1120
4511	CRI ADDITIONAL VAN RENTAL	175
LL08	WORK LITE, LITTLITE  GOOSENECK-w-BASE/8-PACK CASE	0
LL10	WORK LITE, LITTLITE  GOOSENECK-w-BASE/10-PACK CASE	0
4514	CRI FLAT PANEL DISPLAY HITACHI CMP307XU	1500
FLEX	CAMERA FLEXCAM-W-BASE LITTLITES	75
4516	CRI BOSE 101 LOUDSPEAKER	20
4517	CRI AT-810X HEADSET MIC	15
4518	CRI POWERAMP/MIXER AT-MA50/55	25
4519	CRI 120 HARD SCREEN	800
4520	CRI WIRELESS MIC RAMSA WX-R820	80
4521	CRI LOUDSPEAKER NEXO PS-10	60
4522	CRI AMPLIFIER CROWN MA-1200	120
4523	CRI SUBWOOFER NEXO LS-500	60
4524	CRI COMPUTER-WIN98 JAPANESE	300
4525	CRI MONITOR 21 PC	90
4526	CRI FLAT PANEL PIONEER PDP-V7	300
4529	CRI KENO GRAPHIC CONTROL SYSTEM	200
4530	CRI CAMLOK 4 100' FEEDER	40
4531	CRI MULTICABLE (200') 6 CIRCUIT SOCAPEX	65
4532	CRI FLAT PANEL DISPLAY 20 (4:3) NEC LCD-2010	325
4533	CRI PROJECTOR BARCO GRAPHICS 6300	1650
4534	CRI Videoconference System	1250
LDC2	TRUSS TOMCAT 12 TRUSS 24' O.D. CIRCLE LDT	800
4538	CRI LUXOR HEAVY DUTY 42 CART	35
4539	CRI VARI*LITE VL6B (2201)	350
6574	CRI BARCO R6+	2250
LB60	LIGHT BOX 6.0 (FRANCO'S JOCKEY BOX STANLEY)	0
4557	CRI GRAY DRESS 6' X 8'	0
37	FLAT PANEL DISPLAY 37 (4:3) HITACHI CMP307XU PLASMA	200
TD15	AC T-SHOW DISTRO#15 (2Kw EDISON x24) & LUG BOX	100
TD16	AC T-SHOW DISTRO#16 (2Kw EDISON x24) & LUG BOX	100
4565	CRI Speakers for Plasma Screens	45
4566	CRI Notebook Computer	275
4567	CRI 18' Truss Ring	500
4568	CRI Conference Micorophone System	1050
4569	cri Barco Graphics 4000 Projector	1850
DVS1	VIDEO SCALER EXTRON DVS-150	125
S4	ELLIPSOIDAL ETC SOURCE-4, 750w (BODY ONLY)-W-C/F/S	18
4577	CRI FASTFOLD FRAME 54 X 74 (4.5' x 6')	80
4578	CRI FASTFOLD FRONT 54 X 74 (4.5' x 6')	80
4579	CRI FASTFOLD BLACK DRESS 54 X 74 (4.5' x 6')	80
4580	CRI RGBS SWITCHER 2x1	50
4581	CRI MIXER MACKIE 1604 VLZ	100
4582	CRI EQ/CL PROCESSOR RACK, CUSTOM	125
HPL4	SPARE LAMP- SOURCE 4 SPARE LAMP KIT (HPL 575W X 4)	0
4585	CRI Videoshift	75
4592	CRI COEMAR NAT 2500 ROBO FIXTURE	375
4593	CRI WHOLE HOG DESK	550
4594	CRI CABLE PACKAGE	250
PARN	PAR SOURCE-4 PARNEL 750W Black -W-C/F/S	16
MFI6	MULTI FAN-IN (6') MALE PIN to FEMALE VEAM	18
4597	CRI 20 TRUSS RING	650
4598	CRI LOUDSPEAKER EAW JF-80	60
STRA	PIPE GRIP STIRRUP ACSRY -1/2-CHEESEBRO to STUD	2.5
FC1	FAR CYC ALTMAN FOCUSING CYC (1) WINDOW-w- C/F/S	18
LDGB	TRUSS TOMCAT 12 GRAPPLE BOLT BOX -14- BOLTS	0
4609	CRI SOUND TUBE FPS20 SPEAKER	45
4610	CRI AMP STEWART PA-100B	45
4611	CRI MARTIN MAC 600 AUTOMATED FIXTURE	75
SFLS	FLAT, LECTERN SURROUND Grey Spatter Finish	60
4617	CRI CAMLOK HOD 2/5 250'	100
4621	CRI VIDEO SWITCHER PANASONIC MX-15	185
4623	CRI SUB PROC RAMSA WS-SP2A	25
4624	CRI AMPLIFIER CROWN MA-2400	95
4625	CRI Flat Panel Display 25 Hitachi	675
OPTF	DIMMER ACSRY FLEENOR OPTO SPLITTER E2 1 X 5	45
4627	CRI CABLING	350
4628	CRI 10' READER BOARD, ELECTRONIC	425
4629	CRI 5' READER BOARD, ELECTRONIC	335
4630	CRI COLOR KINETICS C-100 LED UNIT	55
4631	CRI STAR STROBE, 2	4.5
4632	CRI COLOR KINETICS C-30 LED UNIT	32
4633	CRI CITY COLOR WASH LIGHT	210
4634	CRI Loudspeaker Apogee SSM	45
MART	DIMMER PACK DMX/3/ETC SENSOR 24 X 2.4K-MARTHA	300
4643	CRI RGBS GRAPHICS SWITCHER 611R	850
4645	CRI TAPE, CAUTION	0
4651	CRI PC KEYBOARD/MOUSE	15
4652	CRI FLAT PANEL SPEAKERS (NEC 42MP1)	35
4659	CRI CLAMP, RILEY 1-TON	10
6704	RSG AUDIO RACK #6704 (APOGEE MONO SSM/MA-1202 AMP DRIVE)	120
6705	RSG AUDIO RACK #6705 (APOGEE MONO SSM/MA-1202 AMP DRIVE)	120
6706	RSG AUDIO RACK #6706 (APOGEE MONO SSM/MA-1202 AMP DRIVE)	120
QQ25	PATCH CORD 1/4 M-1/4 M 25-30'	0
C4O5	CAMLOK 3 FEEDER SET 4 50'  	65
C4O2	CAMLOK 3 FEEDER SET 4 25'	45
C4O1	CAMLOK 3 FEEDER SET 4 10'  	30
4675	CRI Chris's Mac G4 Laptop	225
42WB	FLAT PANEL MOUNT PDM-425F (42) WALL BRACKET	0
4679	CRI AMPLIFIER/PROCESSOR APOGEE SSM	120
4680	CRI LOUDSPEAKER APOGEE AE-SB SUB	65
4681	CRI VGA EXTENSION CABLE M/F 6' (15 HD)	0
SPFG	PODIUM PRESIDENTIAL FLOOR-GREY FINISH	100
SDS2	DRAPE WHITE SPANDEX SAIL, 10'WX20'H Unstretched	175
PHGB	PATTERN HOLDER SOURCE-4 B-size, IRIS, GLASS ONLY	1
4685	CRI RSG AUDIO RACK #653 (APOGEE AE-5 AMP DRIVE)	180
4687	CRI TRANSLATOR IFB SYSTEM	0
4688	CRI 100' BNC Cable	0
4692	CRI TRUSS TOMCAT TRUSS 2.5'	10
OM2R	MPEG RECORDER/PLAYER OMEGADECK-R (DUAL DISK/REMOVABLE)	750
OM1R	MPEG RECORDER/PLAYER OMEGA REMOVABLE DRIVE, 9GB	25
4705	CRI FLAT PANEL DISPLAY 20(4:3) NEC LCD-2010BK	350
4706	CRI TRUSS BOLT BOX DOUBLE HUNG	0
4707	CRI TRUSS DOUBLE HUNG (LOADED)	150
4714	CRI MONITOR PROCESSING RACK	180
4715	CRI RSG AUDIO RACK #6002 (DOUBLE WIDE FOH)	0
6002	RSG AUDIO RACK #6002 (DOUBLE WIDE FOH II) 	300
S405	ELLIPSOIDAL ETC SOURCE-4 #405 5¡ W/C,F,S	24
4718	CRI VARI*LITE VL QUICKSTAND	5
4719	CRI VARI*LITE S300 REPEATER	0
4720	CRI VARI*LITE S400 REPEATER	0
4721	CRI VARI*LITE VL-6 MULT Y	0
4722	CRI VARI*LITE APS MODULE	0
4723	CRI VARI*LITE VL-5 CABLE 4'	0
4724	CRI VARI*LITE VL-5 CABLE 8'	0
4725	CRI VARI*LITE VL-5 CABLE 16'	0
4726	CRI VARI*LITE VL-5 CABLE 40'	0
4727	CRI VARI*LITE VL-6 CABLE 50'	0
4728	CRI VARI*LITE VL-6 APS MULT 100'	0
4729	CRI MOTOR CONTROL DISTRO 6-WAY	60
4730	SALE-TAPE DVCAM 184 minute loads	69.93
4731	SALE-TAPE DVCAM 94 minute load	49.9
QQS1	SPEAKER CORD 1/4M-1/4M 10'	0
XLR7	XLR 75'	0
5142	CRI FAR CYC ALTMAN FOCUSING CYC (1) WINDOW-w/C/F/S	12
6223	CRI WORK LITE, LITTLITE GOOSENECK-w-BASE	0
4744	CRI FLAT PANEL SPEAKERS PDP-502	75
4745	CRI TRUSS TOMCAT GRAPPLE, 12	0
4746	CRI VIDEO VISUALIZER ELMO AF-8000	650
4747	SALE-Pattern Gobos	150
201X	FLAT PANEL DISPLAY 20 (4:3) NEC LCD-2010X *BLACK*	100
IRR6	IR REPEATER-SIX CHANNEL	25
4756	CRI PC PS2 KBD/Mouse Ext 6'	0
FT32	AC FOREIGN TRANSFORMER 3¿,200a LOAD	600
201T	FLAT PANEL DISPLAY 20(4:3)*BLACK MT* NEC LCD-2010MT/TOUCHSCR	150
AWA0	WIRELESS ACCESSORY REMOTE SWITCH SHURE UC UA101	25
4760	CRI ANCHOR 100 POWERED SPEAKER	30
4761	CRI ANCHOR AN-100 POWERED SPKR	30
4762	CRI 30a 3¿ Female to Tail 	0
4763	CRI LOUDSPEAKER LABTEC 310 BLACK	35
4764	CRI 30A MALE TO BARE WIRE	0
4766	CRI Allen & Heath GL3300	0
POPS	FLAT PANEL MOUNT PSD-TS60 72 DUAL POST FLOOR STAND	75
4768	CRI Color Scroller PSU	50
PA3	PIPE (2) ALUMINUM 3'-0	1.5
FMT6	FASTFOLD TRUSS FRONT SHEET 6'X8'	150
FDT6	FASTFOLD TRUSS BLACK DRESS 6'X8'	125
FFT7	FASTFOLD TRUSS FRAME 7.5' X 10'	0
FMT7	FASTFOLD TRUSS FRONT SHEET 7.5'X10'	175
FRT7	FASTFOLD TRUSS REAR SHEET 7.5'X10'	175
FDT7	FASTFOLD TRUSS BLACK DRESS 7.5'X10'	150
FFT9	FASTFOLD TRUSS FRAME 9'X12'	0
FMT9	FASTFOLD TRUSS FRONT SHEET 9'X12'	300
FRT9	FASTFOLD TRUSS REAR SHEET 9'X12'	300
FFTT	FASTFOLD TRUSS FRAME 10.5'X14'	0
FDT9	FASTFOLD TRUSS BLACK DRESS 9'X12'	170
FMTT	FASTFOLD TRUSS FRONT SHEET 10.5'X14'	430
FRTT	FASTFOLD TRUSS REAR SHEET 10.5'X14'	430
FDTT	FASTFOLD TRUSS BLACK DRESS 10.5'X14'	190
4786	CRI D-30 CAMERA PACKAGE	1190
4787	CRI EDITING TIME	200
2010	FLAT PANEL DISPLAY 20 (4:3) NEC LCD-2010 *BLACK*	100
5398	cri VGA M-M cable 6'	3
4791	CRI GENERATOR, 70kVA/200A/208 3	448
4792	CRI GENERATOR FUEL CHARGES	493
4793	CRI REFUEL SERVICE CHARGE	100
4794	CRI DIMMER DESK VIRTUOSO DX	600
4795	CRI CAMLOK 3 FEEDER SET 2 50'	125
4796	CRI AUTOMATED Vari*Lite VL2202	250
4797	CRI RILEY 1 TON CLAMP	21
4798	CRI SRI AIRWALL HANGERS, 100lb.	21
4799	CRI 16' H-BEAM 5 X 5	34
2530	MONITOR COLOR 25  SONY PVM-2530 	100
FDF7	FLAT, 12' X 12'9 SCREEN SURROUND, (7.5 X 10) SOFT GREY	250
PAMR	PAR PROCAN 20-LITE MR-16 (MINI NINE LIGHT)	45
4805	CRI PROJECTOR BARCOREALITY 6400	1650
4808	CRI VARI*LITE 2402	200
4810	CRI PAR46 PROCAN SILVER 200W NSP	5
4811	CRI PAR SOURCE 4 PARNEL 750W w-C/F/S	14
VL22	AUTOMATED VARI*LITE VL-2202 SPOT LUMINAIRE	300
4816	CRI TRUSS TOMCAT 12 TRUSS 15' BLACK LDT-15	120
4817	CRI C-CLAMP	1
4818	CRI Freight Charges TBD	0
4819	CRI Mini Strip L&E	50
20PS	FLAT PANEL MOUNT NEC LCD-2010 2 PIPE SLEEVE WALL BRACKET 	0
4822	CRI GENERATOR 3 100A	475
4823	CRI MONITOR RIG	1400
L605	20a (1) L6-20 M/F DISTRO CABLE 5'	4
L610	20a (1) L6-20 M/F DISTRO CABLE 10'	5
L625	20a (1) L6-20 M/F DISTRO CABLE 25'	6
L650	20a (1) L6-20 M/F DISTRO CABLE 50'	8
MFOL	MULTI FAN-OUT (12') FEMALE L6-20 to MALE VEAM	18
MFIL	MULTI FAN-IN (6') MALE L6-20 TO FEMALE VEAM	18
VL18	AC LIGHTING DISTRO RACK - 18 CIRCUIT (Vari*Lite)	275
4832	CRI VIDEO VISULIZER SAMSUNG SVP 6000	450
LFPM	PIN ADAPTOR 20a L6-20 FEMALE to PIN MALE 	1.5
4835	CRI AUDIO RIG	2000
4836	cri flat panel stand	175
4837	CRI 150 DNP HARD SCREEN, REAR	3500
S745	MIC TELEX SCH-S745 HEADSET/SHURE UHF LEMO	0
AWH	AIR WALL HANGER-PAIR, ALUMALOK, 750lb. MAX!	50
FAN8	FAN, 8 ROUND COOLING	0
4848	CRI VIDEO VISUALIZER ELMO EV-6000AF	650
4849	CRI EXTRON LANCIAxi LINE DOUBLER	325
4850	CRI LCD PROJECTOR NEC VT-540 (1024x768)	500
4851	CRI FLAT PANEL PIONEER PDP-V402 40	650
HPL7	SPARE LAMP- SOURCE 4 SPARE LAMP KIT (HPL 750W X 4)	0
HYDR	DVD MTI HYDRA CABLE LDV-4 MULTI PLAYER ADAPTOR	0
4854	CRI MONITOR COMPUTER SONY MULTISCAN 100SX	85
4855	CRI DIGITAL BETA DECK	850
S841	AUDIO SNAKE: 8 X 4 X 150'	35
1604	RGBS SWITCHER SCREENPRO PLUS 1604 CONTROLLER	0
4858	CRI FORK LIFT, 2-STAGE	150
4860	CRI AMPLIFIER/PROCESSOR AE-12	100
4861	CRI LOUDSPEAKER APOGEE AE-12 SUBWOOFER	80
4862	CRI MIXER INNOVASON GRAND LIVE	0
4863	CRI AUDIO SNAKE, 72 X 16 DIGITAL	0
4864	CRI PROJECTOR BARCO ELM R12	5000
ANDY	RGBS SWITCHER MONITOR RACK Andy x6 (SCREENPRO/ENCORE)	0
4866	CRI RGBS LINE DOUBLER FAROUDJA LD-400	325
4867	CRI CAMERA LENS 70 X 16:1 FUJI 	800
4868	CRI CAMERA M5 CCU	125
5141	CRI Pipe 2.5 Black Steel 5'	0
4870	CRI Apogee AE-5	0
MIND	CPU Apple Mac mini Intel Core Duo@1.83gz/SuperDrive/75g/2gm	175
4873	CRI FLAT PANEL 37 (4:3) HITACHI CMP30	1000
4874	CRI SPEAKER TIMER, LARGE DISPLAY	125
4875	CRI CJ 8-PIN 100'	0
4876	CRI TEST AUDIO IVIE RTA W/MIC	0
SM5S	MIC SHURE SM-58S WITH SWITCH	25
4879	CRI 9x12 screen surround	0
4880	CRI TRUSS DOUBLE HUNG (EMPTY)	50
4881	SALE-GAFF TAPE BLACK	14.95
4882	SALE-GAFF TAPE GRAY	14.95
4884	SALE-TIE LINE, SPOOL	18
4885	CRI RGBS D/A 1 X 4	50
4891	cri lighting up right w/ 50lbs base	0
4887	CRI DRAPE PACKAGE	0
4888	CRI LIGHT TREE	0
4889	CRI MIC STAND TABLE	2
MS20	I COM BASE TELEX MS2000 (2-CHAN) BASE STATION	50
SDG1	DRAPE GREY COMMANDO 17'W X16'H	75
4894	CRI MIC STAND TRIPOD	7.5
4897	CRI CJ CORD 8-PIN 50'	0
4898	CRI CJ CORD 8-PIN 10'	0
VL06	AC LIGHTING DISTRO PANEL - 6 CIRCUIT (Vari*Lite) DADCO	100
4901	CRI PROJECTOR ETC PIGI AUDIOVISUEL 4/7 KW XENON	0
4902	CRI FOGGER F-100 DMX	125
4903	CRI AKG 414 ULS	50
4904	CRI TRUSS TOMCAT TRUSS CIRCLE 15'	0
S4B7	ELLIPSOIDAL ETC SOURCE-4 750W BURN BASE CAP, SPARE	0
4906	CRI SCAFFOLD 6 X 5 X 12'-COMPLETE	110
4908	CRI AUDIO YAMAHA REV-7 PROCESSOR	75
4909	CRI AUDIO LEXICON PCM-70	75
BP20	I COM BELTPACK TELEX BP-2000 (2-CHAN) w/HEADSET	25
SS20	I COM SPEAKER STATION (2-CHAN) TELEX SS2000 	30
TWSW	I COM B/O BOX 1 X 5 (1-CHAN) TELEX TW5W, XLR 3-PIN ONLY	0
LD36	DIMMER TREE PACK DMX/SINGLE PH LD360 6 x 1K	75
DCCO	COMPUTER COPIER CANON PC-981 COLOR	125
PHGA	PATTERN HOLDER SOURCE-4 A-size, IRIS, GLASS ONLY	1
4920	CRI XLR 25'	0
4921	CRI XLR 15'	0
UPS2	COMPUTER ACSRY TRIPPLITE UPS SMART 2200	50
4924	CRI MIC LEVEL MUTE SYSTEM, CUSTOM	100
4925	CRI EQ 1/3 OCTAVE EQUALIZER AB 131	50
4926	CRI WOOD SHIMS	0
4927	CRI RGBS switcher 2x1	45
4929	CRI PTZ Camera	225
4930	CRI Miranda D/A	125
4931	CRI Miranda A/D	125
4933	CRI High-End Fiber Emitter	250
4934	CRI HUMBUCKER	35
4935	CRI PROJECTOR LENS BARCO 3.4-4.5:1 ZOOM	125
LA12	LADDER A FRAME 12'	15
4944	CRI PC Computer-	227
4945	CRI TOMCAT TRUSS ARTICULATING CORNER SILVER	45
VL24	AUTOMATED VARI*LITE VL-2402 WASH LUMINAIRE	250
4950	CRI SONY DSR-50 DVCAM RECORDER	0
4951	CRI Title Inserter	200
4953	CRI- TRV900 DVCAM	420
4958	CRI LAPTOPYADAPTOR	15
4959	CRI MACKIE MIXER 32 X 8 	200
4960	CRI SUN MACKIE 1604	150
DSR5	VCR DVCAM RECORDER SONY DSR-50	350
4962	CRI Palm/Technobeam Controller	125
4965	CRI PS2 SPLITER	12.5
4966	CRI Camera Controller	200
SID1	DIMMER CONTROL SIDEWINDER #1 DMX 512 VIRTUAL CONSOLE	150
4969	CRI MIXER CREST X-VCA 40x8x8x4x3	225
4970	CRI MIXER PSU RACK CREST X-VCA CONSOLE	0
4971	CRI CAMERA LENS 66:1 FUJI ZOOM	800
4972	CRI PIPE (2) ALUMINUM 3'0	0
4973	CRI DMX 512 CABLE 300' X 6 LINES HOD	0
4974	CRI Cogent Fiber Emitter	350
4977	CRI PLUS PROJECTOR	500
4981	CRI Ell S4 Barrel 50¼	11
4983	CRI Ellipsoidal ETC S4, 750w Body	15
4984	CRI P800 PIII OPTIPLEX COMPUTER	885
4985	CRI 1 TON CHAIN MOTOR	195
4990	SALE-Stock Pattern Gobo	90
4992	CRI Pager	15
S5TT	ELLIPSOIDAL ETC SOURCE-4 TOPHAT 10¡ BLACK	3
VCC2	CAMERA SPYCAM CANON CP-ITV CONTROLLER FOR VC-C4R	100
VCC4	CAMERA SPYCAM CANON VC-C4R	100
RUGG	PROJECTOR ACSRY BARCO RUGGED REMOTE (FLM/SLM/RLM)	75
5009	CRI FLAT PANEL MOUNT, NEC 42	0
5010	CRI AUTOMATED FIXTURE MAC 2000 SPOT	300
5012	CRI VARI*LITE VL-5B	0
6226	CRI STROBE, MARTIN ATOMIC	50
XVCA	MIXER CREST X-VCA 44x8x8x12x3	250
XVCP	MIXER PSU RACK CREST X-VCA CONSOLE	0
5022	CRI LOUDSPEAKER APOGEE ALA-3	110
5023	CRI APOGEE ALA-3 PROCESSOR	50
