Location	Schedule	Semester
001	Wednesday 9:00 AM to 12:00 PM	2009 Summer
216	Wednesday 9:00 AM to 12:00 PM	2009 Summer
001	Wednesday 1:00 PM to 4:00 PM	2009 Summer
109	Wednesday 1:00 PM to 4:00 PM	2009 Summer
110	Wednesday 1:00 PM to 4:00 PM	2009 Summer
001	Thursday 1:00 PM to 4:00 PM	2009 Summer
110	Tuesday 9:00 AM to 12:00 PM	2009 Summer
216	Tuesday 9:00 AM to 12:00 PM	2009 Summer
109	Tuesday 9:00 AM to 12:00 PM	2009 Summer
001	Tuesday 9:00 AM to 12:00 PM	2009 Summer
109	Thursday 1:00 PM to 4:00 PM	2009 Summer
216	Thursday 1:00 PM to 4:00 PM	2009 Summer
312	Thursday 1:00 PM to 4:00 PM	2009 Summer
110	Thursday 1:00 PM to 4:00 PM	2009 Summer
215	Friday 1:00 PM to 4:00 PM	2009 Summer
312	Tuesday 9:00 AM to 12:00 PM	2009 Summer
109	Thursday 5:30 PM to 8:30 PM	2009 Summer
215	Wednesday 10:30 AM to 12:00 PM	2009 Summer
215	Wednesday 5:30 PM to 8:30 PM	2009 Summer
215	Thursday 5:30 PM to 8:30 PM	2009 Summer
109	Monday 9:00 AM to 12:00 PM	2009 Summer
109	Monday 1:00 PM to 4:00 PM	2009 Summer
216	Friday 9:00 AM to 12:00 PM	2009 Summer
110	Monday 9:00 AM to 12:00 PM	2009 Summer
110	Monday 1:00 PM to 4:00 PM	2009 Summer
216	Friday 1:00 PM to 4:00 PM	2009 Summer
310	Thursday 4:00 PM to 5:30 PM	2009 Summer
318	Thursday 9:00 AM to 12:00 PM	2009 Fall
312	Thursday 9:00 AM to 12:00 PM	2009 Fall
313	Thursday 9:00 AM to 12:00 PM	2009 Fall
001	Thursday 9:00 AM to 12:00 PM	2009 Fall
215	Thursday 9:00 AM to 12:00 PM	2009 Fall
210	Thursday 9:00 AM to 12:00 PM	2009 Fall
310	Thursday 9:00 AM to 12:00 PM	2009 Fall
216	Thursday 9:00 AM to 12:00 PM	2009 Fall
001	Monday 9:00 AM to 12:00 PM	2009 Fall
215	Monday 9:00 AM to 12:00 PM	2009 Fall
310	Monday 9:00 AM to 12:00 PM	2009 Fall
210	Monday 9:00 AM to 12:00 PM	2009 Fall
313	Monday 9:00 AM to 12:00 PM	2009 Fall
312	Monday 9:00 AM to 12:00 PM	2009 Fall
318	Monday 9:00 AM to 12:00 PM	2009 Fall
216	Monday 9:00 AM to 12:00 PM	2009 Fall
215	Wednesday 9:00 AM to 12:00 PM	2009 Fall
110	Wednesday 9:00 AM to 12:00 PM	2009 Fall
312	Wednesday 9:00 AM to 12:00 PM	2009 Fall
001	Wednesday 9:00 AM to 12:00 PM	2009 Fall
109	Wednesday 9:00 AM to 12:00 PM	2009 Fall
001	Monday 1:00 PM to 5:00 PM	2009 Fall
312	Monday 1:00 PM to 5:00 PM	2009 Fall
216	Monday 1:00 PM to 5:00 PM	2009 Fall
318	Monday 1:00 PM to 5:00 PM	2009 Fall
215	Monday 1:00 PM to 5:00 PM	2009 Fall
110	Wednesday 1:00 PM to 4:00 PM	2009 Fall
109	Wednesday 1:00 PM to 4:00 PM	2009 Fall
110	Monday 9:00 AM to 12:00 PM	2009 Fall
109	Monday 9:00 AM to 12:00 PM	2009 Fall
312	Friday 1:00 PM to 4:00 PM	2009 Fall
110	Monday 1:00 PM to 4:00 PM	2009 Fall
109	Monday 1:00 PM to 4:00 PM	2009 Fall
216	Friday 9:00 AM to 12:00 PM	2009 Fall
215	Tuesday 9:00 AM to 12:00 PM	2009 Fall
312	Tuesday 9:00 AM to 12:00 PM	2009 Fall
001	Tuesday 1:00 PM to 4:00 PM	2009 Fall
215	Tuesday 1:00 PM to 4:00 PM	2009 Fall
206	Wednesday 5:30 AM to 8:30 PM	2009 Fall
310	Wednesday 5:30 PM to 8:30 PM	2009 Fall
216	Thursday 5:30 PM to 8:30 PM	2009 Fall
215	Thursday 5:30 PM to 8:30 PM	2009 Fall
310	Monday 4:30 PM to 7:30 PM	2009 Fall
312	Wednesday 1:00 PM to 4:00 PM	2009 Fall
312	Tuesday 5:30 PM to 8:30 PM	2009 Fall
318	Thursday 1:00 PM to 4:00 PM	2009 Fall
215	Monday 5:30 PM to 8:30 PM	2009 Fall
312	Monday 5:30 PM to 8:30 PM	2009 Fall
310	Thursday 5:30 PM to 8:30 PM	2009 Fall
216	Tuesday 1:00 PM to 4:00 PM	2009 Fall
110	Tuesday 1:00 PM to 4:00 PM	2009 Fall
109	Tuesday 1:00 PM to 4:00 PM	2009 Fall
001	Thursday 1:00 PM to 4:00 PM	2009 Fall
109	Thursday 1:00 PM to 4:00 PM	2009 Fall
110	Thursday 1:00 PM to 4:00 PM	2009 Fall
110	Tuesday 9:00 AM to 12:00 PM	2009 Fall
109	Tuesday 9:00 AM to 12:00 PM	2009 Fall
216	Tuesday 9:00 AM to 12:00 PM	2009 Fall
318	Thursday 9:00 AM to 12:00 PM	2010 Winter
312	Thursday 9:00 AM to 12:00 PM	2010 Winter
313	Thursday 9:00 AM to 12:00 PM	2010 Winter
001	Thursday 9:00 AM to 12:00 PM	2010 Winter
215	Thursday 9:00 AM to 12:00 PM	2010 Winter
210	Thursday 9:00 AM to 12:00 PM	2010 Winter
310	Thursday 9:00 AM to 12:00 PM	2010 Winter
216	Thursday 9:00 AM to 12:00 PM	2010 Winter
001	Monday 9:00 AM to 12:00 PM	2010 Winter
215	Monday 9:00 AM to 12:00 PM	2010 Winter
310	Monday 9:00 AM to 12:00 PM	2010 Winter
210	Monday 9:00 AM to 12:00 PM	2010 Winter
313	Monday 9:00 AM to 12:00 PM	2010 Winter
312	Monday 9:00 AM to 12:00 PM	2010 Winter
318	Monday 9:00 AM to 12:00 PM	2010 Winter
216	Monday 9:00 AM to 12:00 PM	2010 Winter
310	Monday 4:30 PM to 7:30 PM	2010 Winter
312	Wednesday 1:00 PM to 4:00 PM	2010 Winter
312	Tuesday 5:30 PM to 8:30 PM	2010 Winter
318	Thursday 1:00 PM to 4:00 PM	2010 Winter
215	Monday 5:30 PM to 8:30 PM	2010 Winter
312	Monday 5:30 PM to 8:30 PM	2010 Winter
310	Thursday 5:30 PM to 8:30 PM	2010 Winter
001	Monday 1:00 PM to 5:00 PM	2010 Winter
312	Monday 1:00 PM to 5:00 PM	2010 Winter
216	Monday 1:00 PM to 5:00 PM	2010 Winter
318	Monday 1:00 PM to 5:00 PM	2010 Winter
215	Monday 1:00 PM to 5:00 PM	2010 Winter
215	Wednesday 9:00 AM to 12:00 PM	2010 Winter
110	Wednesday 9:00 AM to 12:00 PM	2010 Winter
312	Wednesday 9:00 AM to 12:00 PM	2010 Winter
001	Wednesday 9:00 AM to 12:00 PM	2010 Winter
109	Wednesday 9:00 AM to 12:00 PM	2010 Winter
110	Tuesday 9:00 AM to 12:00 PM	2010 Winter
109	Tuesday 9:00 AM to 12:00 PM	2010 Winter
001	Tuesday 9:00 AM to 12:00 PM	2010 Winter
216	Tuesday 1:00 PM to 4:00 PM	2010 Winter
109	Tuesday 1:00 PM to 4:00 PM	2010 Winter
110	Tuesday 1:00 PM to 4:00 PM	2010 Winter
109	Thursday 1:00 PM to 4:00 PM	2010 Winter
110	Thursday 1:00 PM to 4:00 PM	2010 Winter
001	Thursday 1:00 PM to 4:00 PM	2010 Winter
110	Monday 9:00 AM to 12:00 PM	2010 Winter
110	Monday 1:00 PM to 4:00 PM	2010 Winter
216	Friday 1:00 PM to 4:00 PM	2010 Winter
109	Monday 9:00 AM to 12:00 PM	2010 Winter
109	Monday 1:00 PM to 4:00 PM	2010 Winter
216	Friday 9:00 AM to 12:00 PM	2010 Winter
312	Tuesday 9:00 AM to 12:00 PM	2010 Winter
206	Wednesday 5:30 PM to 8:30 PM	2010 Winter
215	Thursday 5:30 PM to 8:30 PM	2010 Winter
216	Thursday 5:30 PM to 8:30 PM	2010 Winter
216	Wednesday 5:30 PM to 8:30 PM	2010 Winter
215	Wednesday 5:30 PM to 8:30 PM	2010 Winter
109	Monday 9:00 AM to 12:00 PM	2010 Summer
216	Tuesday 5:30 PM to 8:30 PM	2010 Winter
206	Wednesday 5:30 PM to 8:30 PM	2010 Summer
318	Thursday 9:00 AM to 12:00 PM	2010 Summer
312	Thursday 9:00 AM to 12:00 PM	2010 Summer
313	Thursday 9:00 AM to 12:00 PM	2010 Summer
001	Thursday 9:00 AM to 12:00 PM	2010 Summer
215	Thursday 9:00 AM to 12:00 PM	2010 Summer
210	Thursday 9:00 AM to 12:00 PM	2010 Summer
310	Thursday 9:00 AM to 12:00 PM	2010 Summer
216	Thursday 9:00 AM to 12:00 PM	2010 Summer
001	Monday 9:00 AM to 12:00 PM	2010 Summer
215	Monday 9:00 AM to 12:00 PM	2010 Summer
310	Monday 9:00 AM to 12:00 PM	2010 Summer
210	Monday 9:00 AM to 12:00 PM	2010 Summer
313	Monday 9:00 AM to 12:00 PM	2010 Summer
312	Monday 9:00 AM to 12:00 PM	2010 Summer
318	Monday 9:00 AM to 12:00 PM	2010 Summer
216	Monday 9:00 AM to 12:00 PM	2010 Summer
313	Monday 4:30 PM to 7:30 PM	2010 Summer
312	Wednesday 1:00 PM to 4:00 PM	2010 Summer
312	Tuesday 5:30 PM to 8:30 PM	2010 Summer
318	Thursday 1:00 PM to 4:00 PM	2010 Summer
215	Monday 5:30 PM to 8:30 PM	2010 Summer
312	Monday 5:30 PM to 8:30 PM	2010 Summer
310	Thursday 5:30 PM to 8:30 PM	2010 Summer
110	Wednesday 9:00 AM to 12:00 PM	2010 Summer
215	Wednesday 9:00 AM to 12:00 PM	2010 Summer
312	Wednesday 9:00 AM to 12:00 PM	2010 Summer
001	Wednesday 9:00 AM to 12:00 PM	2010 Summer
109	Wednesday 9:00 AM to 12:00 PM	2010 Summer
001	Monday 1:00 PM to 5:00 PM	2010 Summer
312	Monday 1:00 PM to 5:00 PM	2010 Summer
216	Monday 1:00 PM to 5:00 PM	2010 Summer
318	Monday 1:00 PM to 5:00 PM	2010 Summer
215	Monday 1:00 PM to 5:00 PM	2010 Summer
110	Monday 9:00 AM to 12:00 PM	2010 Summer
110	Monday 1:00 PM to 4:00 PM	2010 Summer
216	Friday 1:00 PM to 4:00 PM	2010 Summer
109	Monday 1:00 PM to 4:00 PM	2010 Summer
216	Friday 9:00 AM to 12:00 PM	2010 Summer
310	Monday 1:00 PM to 4:00 PM	2010 Summer
318	Monday 9:00 AM to 12:00 PM	2010 Fall
001	Tuesday 1:00 PM to 4:00 PM	2010 Summer
312	Tuesday 9:00 AM to 12:00 PM	2010 Summer
109	Tuesday 9:00 AM to 12:00 PM	2010 Summer
110	Tuesday 9:00 AM to 12:00 PM	2010 Summer
216	Tuesday 9:00 AM to 12:00 PM	2010 Summer
109	Tuesday 5:30 PM to 8:30 PM	2010 Summer
110	Wednesday 1:00 PM to 4:00 PM	2010 Summer
216	Tuesday 5:00 PM to 7:00 PM	2010 Summer
109	Thursday 4:01 PM to 5:31 PM	2010 Summer
109	Thursday 5:30 PM to 8:30 PM	2010 Summer
216	Thursday 5:30 PM to 8:30 PM	2010 Summer
109	Thursday 1:00 PM to 4:00 PM	2010 Summer
216	Thursday 1:00 PM to 4:00 PM	2010 Summer
312	Thursday 1:00 PM to 4:00 PM	2010 Summer
110	Thursday 1:00 PM to 4:00 PM	2010 Summer
001	Thursday 1:00 PM to 4:00 PM	2010 Summer
216	Wednesday 1:00 PM to 4:00 PM	2010 Summer
109	Wednesday 1:00 PM to 4:00 PM	2010 Summer
215	Wednesday 1:00 PM to 4:00 PM	2010 Summer
312	Monday 9:00 AM to 12:00 PM	2010 Fall
313	Monday 9:00 AM to 12:00 PM	2010 Fall
001	Monday 9:00 AM to 12:00 PM	2010 Fall
215	Monday 9:00 AM to 12:00 PM	2010 Fall
210	Monday 9:00 AM to 12:00 PM	2010 Fall
310	Monday 9:00 AM to 12:00 PM	2010 Fall
216	Monday 9:00 AM to 12:00 PM	2010 Fall

